# Assembly name:  ARS-UCD1.2
# Organism name:  Bos taurus (cattle)
# Infraspecific name:  breed=Hereford
# Isolate:  L1 Dominette 01449 registration number 42190680
# Sex:  female
# Taxid:          9913
# BioSample:      SAMN03145444
# BioProject:     PRJNA391427
# Submitter:      USDA ARS
# Date:           2018-04-11
# Synonyms:       bosTau9	
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    NKLS02
# Assembly method: Falcon v. FEB-2016
# Expected final version: yes
# Excluded from RefSeq: contaminated
# Assembly anomaly: contaminated
# GenBank assembly accession: GCA_002263795.2
# RefSeq assembly accession: GCF_002263795.1
# RefSeq assembly and GenBank assemblies identical: no
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_002263805.2	GCF_002263805.1	Primary Assembly
## GCA_002263815.2	GCF_000001285.1	non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
1	assembled-molecule	1	Chromosome	CM008168.2	=	NC_037328.1	Primary Assembly	158534110	chr1
Leftover_ScbfJmS_53	unplaced-scaffold	na	na	NKLS02001748.1	=	NW_020191832.1	Primary Assembly	30002	chrUn_NW_020191832v1
Leftover_ScbfJmS_530	unplaced-scaffold	na	na	NKLS02001749.1	=	NW_020191833.1	Primary Assembly	5401	chrUn_NW_020191833v1
Leftover_ScbfJmS_531	unplaced-scaffold	na	na	NKLS02001750.1	=	NW_020191834.1	Primary Assembly	48887	chrUn_NW_020191834v1
Leftover_ScbfJmS_532	unplaced-scaffold	na	na	NKLS02001751.1	=	NW_020191835.1	Primary Assembly	16894	chrUn_NW_020191835v1
Leftover_ScbfJmS_533	unplaced-scaffold	na	na	NKLS02001752.1	=	NW_020191836.1	Primary Assembly	25623	chrUn_NW_020191836v1
Leftover_ScbfJmS_534	unplaced-scaffold	na	na	NKLS02001753.1	=	NW_020191837.1	Primary Assembly	8620	chrUn_NW_020191837v1
Leftover_ScbfJmS_535	unplaced-scaffold	na	na	NKLS02001754.1	=	NW_020191838.1	Primary Assembly	13544	chrUn_NW_020191838v1
Leftover_ScbfJmS_536	unplaced-scaffold	na	na	NKLS02001755.1	=	NW_020191839.1	Primary Assembly	25701	chrUn_NW_020191839v1
Leftover_ScbfJmS_537	unplaced-scaffold	na	na	NKLS02001756.1	=	NW_020191840.1	Primary Assembly	51180	chrUn_NW_020191840v1
Leftover_ScbfJmS_538	unplaced-scaffold	na	na	NKLS02001757.1	=	NW_020191841.1	Primary Assembly	8982	chrUn_NW_020191841v1
Leftover_ScbfJmS_539	unplaced-scaffold	na	na	NKLS02001758.1	=	NW_020191842.1	Primary Assembly	41699	chrUn_NW_020191842v1
Leftover_ScbfJmS_540	unplaced-scaffold	na	na	NKLS02001759.1	=	NW_020191843.1	Primary Assembly	33191	chrUn_NW_020191843v1
Leftover_ScbfJmS_541	unplaced-scaffold	na	na	NKLS02001760.1	=	NW_020191844.1	Primary Assembly	18004	chrUn_NW_020191844v1
Leftover_ScbfJmS_542	unplaced-scaffold	na	na	NKLS02001761.1	=	NW_020191845.1	Primary Assembly	39258	chrUn_NW_020191845v1
Leftover_ScbfJmS_543	unplaced-scaffold	na	na	NKLS02001762.1	=	NW_020191846.1	Primary Assembly	93366	chrUn_NW_020191846v1
Leftover_ScbfJmS_544	unplaced-scaffold	na	na	NKLS02001763.1	=	NW_020191847.1	Primary Assembly	97085	chrUn_NW_020191847v1
Leftover_ScbfJmS_546	unplaced-scaffold	na	na	NKLS02001764.1	=	NW_020191848.1	Primary Assembly	64126	chrUn_NW_020191848v1
Leftover_ScbfJmS_548	unplaced-scaffold	na	na	NKLS02001765.1	=	NW_020191849.1	Primary Assembly	20354	chrUn_NW_020191849v1
Leftover_ScbfJmS_549	unplaced-scaffold	na	na	NKLS02001766.1	=	NW_020191850.1	Primary Assembly	9279	chrUn_NW_020191850v1
Leftover_ScbfJmS_55	unplaced-scaffold	na	na	NKLS02001767.1	=	NW_020191851.1	Primary Assembly	29113	chrUn_NW_020191851v1
Leftover_ScbfJmS_550_1916	unplaced-scaffold	na	na	NKLS02001768.1	=	NW_020191852.1	Primary Assembly	59454	chrUn_NW_020191852v1
Leftover_ScbfJmS_551	unplaced-scaffold	na	na	NKLS02001769.1	=	NW_020191853.1	Primary Assembly	20251	chrUn_NW_020191853v1
Leftover_ScbfJmS_552	unplaced-scaffold	na	na	NKLS02001770.1	=	NW_020191854.1	Primary Assembly	25081	chrUn_NW_020191854v1
Leftover_ScbfJmS_554	unplaced-scaffold	na	na	NKLS02001771.1	=	NW_020191855.1	Primary Assembly	3089	chrUn_NW_020191855v1
Leftover_ScbfJmS_555	unplaced-scaffold	na	na	NKLS02001772.1	=	NW_020191856.1	Primary Assembly	99711	chrUn_NW_020191856v1
Leftover_ScbfJmS_556	unplaced-scaffold	na	na	NKLS02001773.1	=	NW_020191857.1	Primary Assembly	12117	chrUn_NW_020191857v1
Leftover_ScbfJmS_557	unplaced-scaffold	na	na	NKLS02001774.1	=	NW_020191858.1	Primary Assembly	44318	chrUn_NW_020191858v1
Leftover_ScbfJmS_558	unplaced-scaffold	na	na	NKLS02001775.1	=	NW_020191859.1	Primary Assembly	29397	chrUn_NW_020191859v1
Leftover_ScbfJmS_56	unplaced-scaffold	na	na	NKLS02001776.1	=	NW_020191860.1	Primary Assembly	6564	chrUn_NW_020191860v1
Leftover_ScbfJmS_560_2046_1500	unplaced-scaffold	na	na	NKLS02001777.1	=	NW_020191861.1	Primary Assembly	23742	chrUn_NW_020191861v1
Leftover_ScbfJmS_561	unplaced-scaffold	na	na	NKLS02001778.1	=	NW_020191862.1	Primary Assembly	32463	chrUn_NW_020191862v1
Leftover_ScbfJmS_562	unplaced-scaffold	na	na	NKLS02001779.1	=	NW_020191863.1	Primary Assembly	20365	chrUn_NW_020191863v1
Leftover_ScbfJmS_563	unplaced-scaffold	na	na	NKLS02001780.1	=	NW_020191864.1	Primary Assembly	133585	chrUn_NW_020191864v1
Leftover_ScbfJmS_564	unplaced-scaffold	na	na	NKLS02001781.1	=	NW_020191865.1	Primary Assembly	22154	chrUn_NW_020191865v1
Leftover_ScbfJmS_566	unplaced-scaffold	na	na	NKLS02001782.1	=	NW_020191866.1	Primary Assembly	18180	chrUn_NW_020191866v1
Leftover_ScbfJmS_567	unplaced-scaffold	na	na	NKLS02001783.1	=	NW_020191867.1	Primary Assembly	6351	chrUn_NW_020191867v1
Leftover_ScbfJmS_569	unplaced-scaffold	na	na	NKLS02001784.1	=	NW_020191868.1	Primary Assembly	4314	chrUn_NW_020191868v1
Leftover_ScbfJmS_570	unplaced-scaffold	na	na	NKLS02001785.1	=	NW_020191869.1	Primary Assembly	26598	chrUn_NW_020191869v1
Leftover_ScbfJmS_571	unplaced-scaffold	na	na	NKLS02001786.1	=	NW_020191870.1	Primary Assembly	176052	chrUn_NW_020191870v1
Leftover_ScbfJmS_572	unplaced-scaffold	na	na	NKLS02001787.1	=	NW_020191871.1	Primary Assembly	29451	chrUn_NW_020191871v1
Leftover_ScbfJmS_574	unplaced-scaffold	na	na	NKLS02001788.1	=	NW_020191872.1	Primary Assembly	11208	chrUn_NW_020191872v1
Leftover_ScbfJmS_575	unplaced-scaffold	na	na	NKLS02001789.1	=	NW_020191873.1	Primary Assembly	14003	chrUn_NW_020191873v1
Leftover_ScbfJmS_576	unplaced-scaffold	na	na	NKLS02001790.1	=	NW_020191874.1	Primary Assembly	43720	chrUn_NW_020191874v1
Leftover_ScbfJmS_578	unplaced-scaffold	na	na	NKLS02001791.1	=	NW_020191875.1	Primary Assembly	3225	chrUn_NW_020191875v1
Leftover_ScbfJmS_579	unplaced-scaffold	na	na	NKLS02001792.1	=	NW_020191876.1	Primary Assembly	9303	chrUn_NW_020191876v1
Leftover_ScbfJmS_58	unplaced-scaffold	na	na	NKLS02001793.1	=	NW_020191877.1	Primary Assembly	12776	chrUn_NW_020191877v1
Leftover_ScbfJmS_580	unplaced-scaffold	na	na	NKLS02001794.1	=	NW_020191878.1	Primary Assembly	37024	chrUn_NW_020191878v1
Leftover_ScbfJmS_581	unplaced-scaffold	na	na	NKLS02001795.1	=	NW_020191879.1	Primary Assembly	10378	chrUn_NW_020191879v1
Leftover_ScbfJmS_582	unplaced-scaffold	na	na	NKLS02001796.1	=	NW_020191880.1	Primary Assembly	5541	chrUn_NW_020191880v1
Leftover_ScbfJmS_583	unplaced-scaffold	na	na	NKLS02001797.1	=	NW_020191881.1	Primary Assembly	1120	chrUn_NW_020191881v1
Leftover_ScbfJmS_584	unplaced-scaffold	na	na	NKLS02001798.1	=	NW_020191882.1	Primary Assembly	51737	chrUn_NW_020191882v1
Leftover_ScbfJmS_585	unplaced-scaffold	na	na	NKLS02001799.1	=	NW_020191883.1	Primary Assembly	54027	chrUn_NW_020191883v1
Leftover_ScbfJmS_586	unplaced-scaffold	na	na	NKLS02001800.1	=	NW_020191884.1	Primary Assembly	15484	chrUn_NW_020191884v1
Leftover_ScbfJmS_587	unplaced-scaffold	na	na	NKLS02001801.1	=	NW_020191885.1	Primary Assembly	7910	chrUn_NW_020191885v1
Leftover_ScbfJmS_588	unplaced-scaffold	na	na	NKLS02001802.1	=	NW_020191886.1	Primary Assembly	21766	chrUn_NW_020191886v1
Leftover_ScbfJmS_589	unplaced-scaffold	na	na	NKLS02001803.1	=	NW_020191887.1	Primary Assembly	9726	chrUn_NW_020191887v1
Leftover_ScbfJmS_59	unplaced-scaffold	na	na	NKLS02001804.1	=	NW_020191888.1	Primary Assembly	169407	chrUn_NW_020191888v1
Leftover_ScbfJmS_590_1071	unplaced-scaffold	na	na	NKLS02001805.1	=	NW_020191889.1	Primary Assembly	24073	chrUn_NW_020191889v1
Leftover_ScbfJmS_591	unplaced-scaffold	na	na	NKLS02001806.1	=	NW_020191890.1	Primary Assembly	11215	chrUn_NW_020191890v1
Leftover_ScbfJmS_592	unplaced-scaffold	na	na	NKLS02001807.1	=	NW_020191891.1	Primary Assembly	29368	chrUn_NW_020191891v1
Leftover_ScbfJmS_593	unplaced-scaffold	na	na	NKLS02001808.1	=	NW_020191892.1	Primary Assembly	13417	chrUn_NW_020191892v1
Leftover_ScbfJmS_594	unplaced-scaffold	na	na	NKLS02001809.1	=	NW_020191893.1	Primary Assembly	26125	chrUn_NW_020191893v1
Leftover_ScbfJmS_595	unplaced-scaffold	na	na	NKLS02001810.1	=	NW_020191894.1	Primary Assembly	8641	chrUn_NW_020191894v1
Leftover_ScbfJmS_596_672	unplaced-scaffold	na	na	NKLS02001811.1	=	NW_020191895.1	Primary Assembly	30641	chrUn_NW_020191895v1
Leftover_ScbfJmS_597	unplaced-scaffold	na	na	NKLS02001812.1	=	NW_020191896.1	Primary Assembly	36716	chrUn_NW_020191896v1
Leftover_ScbfJmS_598	unplaced-scaffold	na	na	NKLS02001813.1	=	NW_020191897.1	Primary Assembly	5734	chrUn_NW_020191897v1
Leftover_ScbfJmS_599	unplaced-scaffold	na	na	NKLS02001814.1	=	NW_020191898.1	Primary Assembly	16770	chrUn_NW_020191898v1
Leftover_ScbfJmS_6	unplaced-scaffold	na	na	NKLS02001815.1	=	NW_020191899.1	Primary Assembly	19842	chrUn_NW_020191899v1
Leftover_ScbfJmS_60	unplaced-scaffold	na	na	NKLS02001816.1	=	NW_020191900.1	Primary Assembly	25047	chrUn_NW_020191900v1
Leftover_ScbfJmS_600	unplaced-scaffold	na	na	NKLS02001817.1	=	NW_020191901.1	Primary Assembly	34142	chrUn_NW_020191901v1
Leftover_ScbfJmS_601	unplaced-scaffold	na	na	NKLS02001818.1	=	NW_020191902.1	Primary Assembly	2135	chrUn_NW_020191902v1
Leftover_ScbfJmS_602	unplaced-scaffold	na	na	NKLS02001819.1	=	NW_020191903.1	Primary Assembly	10437	chrUn_NW_020191903v1
Leftover_ScbfJmS_603	unplaced-scaffold	na	na	NKLS02001820.1	=	NW_020191904.1	Primary Assembly	10525	chrUn_NW_020191904v1
Leftover_ScbfJmS_604	unplaced-scaffold	na	na	NKLS02001821.1	=	NW_020191905.1	Primary Assembly	23877	chrUn_NW_020191905v1
Leftover_ScbfJmS_605	unplaced-scaffold	na	na	NKLS02001822.1	=	NW_020191906.1	Primary Assembly	10925	chrUn_NW_020191906v1
Leftover_ScbfJmS_606	unplaced-scaffold	na	na	NKLS02001823.1	=	NW_020191907.1	Primary Assembly	13361	chrUn_NW_020191907v1
Leftover_ScbfJmS_608	unplaced-scaffold	na	na	NKLS02001824.1	=	NW_020191908.1	Primary Assembly	19050	chrUn_NW_020191908v1
Leftover_ScbfJmS_610	unplaced-scaffold	na	na	NKLS02001825.1	=	NW_020191909.1	Primary Assembly	23984	chrUn_NW_020191909v1
Leftover_ScbfJmS_611	unplaced-scaffold	na	na	NKLS02001826.1	=	NW_020191910.1	Primary Assembly	8715	chrUn_NW_020191910v1
Leftover_ScbfJmS_612	unplaced-scaffold	na	na	NKLS02001827.1	=	NW_020191911.1	Primary Assembly	4548	chrUn_NW_020191911v1
Leftover_ScbfJmS_613	unplaced-scaffold	na	na	NKLS02001828.1	=	NW_020191912.1	Primary Assembly	44588	chrUn_NW_020191912v1
Leftover_ScbfJmS_615	unplaced-scaffold	na	na	NKLS02001829.1	=	NW_020191913.1	Primary Assembly	21378	chrUn_NW_020191913v1
Leftover_ScbfJmS_616	unplaced-scaffold	na	na	NKLS02001830.1	=	NW_020191914.1	Primary Assembly	51553	chrUn_NW_020191914v1
Leftover_ScbfJmS_617	unplaced-scaffold	na	na	NKLS02001831.1	=	NW_020191915.1	Primary Assembly	16714	chrUn_NW_020191915v1
Leftover_ScbfJmS_618	unplaced-scaffold	na	na	NKLS02001832.1	=	NW_020191916.1	Primary Assembly	27523	chrUn_NW_020191916v1
Leftover_ScbfJmS_619	unplaced-scaffold	na	na	NKLS02001833.1	=	NW_020191917.1	Primary Assembly	14511	chrUn_NW_020191917v1
Leftover_ScbfJmS_62	unplaced-scaffold	na	na	NKLS02001834.1	=	NW_020191918.1	Primary Assembly	13300	chrUn_NW_020191918v1
Leftover_ScbfJmS_620	unplaced-scaffold	na	na	NKLS02001835.1	=	NW_020191919.1	Primary Assembly	18742	chrUn_NW_020191919v1
Leftover_ScbfJmS_622	unplaced-scaffold	na	na	NKLS02001836.1	=	NW_020191920.1	Primary Assembly	36266	chrUn_NW_020191920v1
Leftover_ScbfJmS_623_2026	unplaced-scaffold	na	na	NKLS02001837.1	=	NW_020191921.1	Primary Assembly	18440	chrUn_NW_020191921v1
Leftover_ScbfJmS_625	unplaced-scaffold	na	na	NKLS02001838.1	=	NW_020191922.1	Primary Assembly	29167	chrUn_NW_020191922v1
Leftover_ScbfJmS_626	unplaced-scaffold	na	na	NKLS02001839.1	=	NW_020191923.1	Primary Assembly	30062	chrUn_NW_020191923v1
Leftover_ScbfJmS_627	unplaced-scaffold	na	na	NKLS02001840.1	=	NW_020191924.1	Primary Assembly	32646	chrUn_NW_020191924v1
Leftover_ScbfJmS_628	unplaced-scaffold	na	na	NKLS02001841.1	=	NW_020191925.1	Primary Assembly	18142	chrUn_NW_020191925v1
Leftover_ScbfJmS_629	unplaced-scaffold	na	na	NKLS02001842.1	=	NW_020191926.1	Primary Assembly	32645	chrUn_NW_020191926v1
Leftover_ScbfJmS_63	unplaced-scaffold	na	na	NKLS02001843.1	=	NW_020191927.1	Primary Assembly	11840	chrUn_NW_020191927v1
Leftover_ScbfJmS_630	unplaced-scaffold	na	na	NKLS02001844.1	=	NW_020191928.1	Primary Assembly	15618	chrUn_NW_020191928v1
Leftover_ScbfJmS_631_1318	unplaced-scaffold	na	na	NKLS02001845.1	=	NW_020191929.1	Primary Assembly	36603	chrUn_NW_020191929v1
Leftover_ScbfJmS_632	unplaced-scaffold	na	na	NKLS02001846.1	=	NW_020191930.1	Primary Assembly	10341	chrUn_NW_020191930v1
Leftover_ScbfJmS_633	unplaced-scaffold	na	na	NKLS02001847.1	=	NW_020191931.1	Primary Assembly	18306	chrUn_NW_020191931v1
Leftover_ScbfJmS_634	unplaced-scaffold	na	na	NKLS02001848.1	=	NW_020191932.1	Primary Assembly	12387	chrUn_NW_020191932v1
Leftover_ScbfJmS_635	unplaced-scaffold	na	na	NKLS02001849.1	=	NW_020191933.1	Primary Assembly	25774	chrUn_NW_020191933v1
Leftover_ScbfJmS_636	unplaced-scaffold	na	na	NKLS02001850.1	=	NW_020191934.1	Primary Assembly	22496	chrUn_NW_020191934v1
Leftover_ScbfJmS_637	unplaced-scaffold	na	na	NKLS02001851.1	=	NW_020191935.1	Primary Assembly	40795	chrUn_NW_020191935v1
Leftover_ScbfJmS_638_2427	unplaced-scaffold	na	na	NKLS02001852.1	=	NW_020191936.1	Primary Assembly	28437	chrUn_NW_020191936v1
Leftover_ScbfJmS_64	unplaced-scaffold	na	na	NKLS02001853.1	=	NW_020191937.1	Primary Assembly	25771	chrUn_NW_020191937v1
Leftover_ScbfJmS_640	unplaced-scaffold	na	na	NKLS02001854.1	=	NW_020191938.1	Primary Assembly	17773	chrUn_NW_020191938v1
Leftover_ScbfJmS_641	unplaced-scaffold	na	na	NKLS02001855.1	=	NW_020191939.1	Primary Assembly	39779	chrUn_NW_020191939v1
Leftover_ScbfJmS_642	unplaced-scaffold	na	na	NKLS02001856.1	=	NW_020191940.1	Primary Assembly	18504	chrUn_NW_020191940v1
Leftover_ScbfJmS_643	unplaced-scaffold	na	na	NKLS02001857.1	=	NW_020191941.1	Primary Assembly	18891	chrUn_NW_020191941v1
Leftover_ScbfJmS_644	unplaced-scaffold	na	na	NKLS02001858.1	=	NW_020191942.1	Primary Assembly	2794	chrUn_NW_020191942v1
Leftover_ScbfJmS_645	unplaced-scaffold	na	na	NKLS02001859.1	=	NW_020191943.1	Primary Assembly	16046	chrUn_NW_020191943v1
Leftover_ScbfJmS_646	unplaced-scaffold	na	na	NKLS02001860.1	=	NW_020191944.1	Primary Assembly	88548	chrUn_NW_020191944v1
Leftover_ScbfJmS_647	unplaced-scaffold	na	na	NKLS02001861.1	=	NW_020191945.1	Primary Assembly	14666	chrUn_NW_020191945v1
Leftover_ScbfJmS_648	unplaced-scaffold	na	na	NKLS02001862.1	=	NW_020191946.1	Primary Assembly	35833	chrUn_NW_020191946v1
Leftover_ScbfJmS_649	unplaced-scaffold	na	na	NKLS02001863.1	=	NW_020191947.1	Primary Assembly	47618	chrUn_NW_020191947v1
Leftover_ScbfJmS_65	unplaced-scaffold	na	na	NKLS02001864.1	=	NW_020191948.1	Primary Assembly	3774	chrUn_NW_020191948v1
Leftover_ScbfJmS_650	unplaced-scaffold	na	na	NKLS02001865.1	=	NW_020191949.1	Primary Assembly	39082	chrUn_NW_020191949v1
Leftover_ScbfJmS_651	unplaced-scaffold	na	na	NKLS02001866.1	=	NW_020191950.1	Primary Assembly	22864	chrUn_NW_020191950v1
Leftover_ScbfJmS_652	unplaced-scaffold	na	na	NKLS02001867.1	=	NW_020191951.1	Primary Assembly	8463	chrUn_NW_020191951v1
Leftover_ScbfJmS_653	unplaced-scaffold	na	na	NKLS02001868.1	=	NW_020191952.1	Primary Assembly	46678	chrUn_NW_020191952v1
Leftover_ScbfJmS_654	unplaced-scaffold	na	na	NKLS02001869.1	=	NW_020191953.1	Primary Assembly	28820	chrUn_NW_020191953v1
Leftover_ScbfJmS_655	unplaced-scaffold	na	na	NKLS02001870.1	=	NW_020191954.1	Primary Assembly	19729	chrUn_NW_020191954v1
Leftover_ScbfJmS_656	unplaced-scaffold	na	na	NKLS02001871.1	=	NW_020191955.1	Primary Assembly	14226	chrUn_NW_020191955v1
Leftover_ScbfJmS_657	unplaced-scaffold	na	na	NKLS02001872.1	=	NW_020191956.1	Primary Assembly	2638	chrUn_NW_020191956v1
Leftover_ScbfJmS_658	unplaced-scaffold	na	na	NKLS02001873.1	=	NW_020191957.1	Primary Assembly	37856	chrUn_NW_020191957v1
Leftover_ScbfJmS_659	unplaced-scaffold	na	na	NKLS02001874.1	=	NW_020191958.1	Primary Assembly	41235	chrUn_NW_020191958v1
Leftover_ScbfJmS_66	unplaced-scaffold	na	na	NKLS02001875.1	=	NW_020191959.1	Primary Assembly	21551	chrUn_NW_020191959v1
Leftover_ScbfJmS_660_322	unplaced-scaffold	na	na	NKLS02001876.1	=	NW_020191960.1	Primary Assembly	32103	chrUn_NW_020191960v1
Leftover_ScbfJmS_661	unplaced-scaffold	na	na	NKLS02001877.1	=	NW_020191961.1	Primary Assembly	20989	chrUn_NW_020191961v1
Leftover_ScbfJmS_662	unplaced-scaffold	na	na	NKLS02001878.1	=	NW_020191962.1	Primary Assembly	14202	chrUn_NW_020191962v1
Leftover_ScbfJmS_663	unplaced-scaffold	na	na	NKLS02001879.1	=	NW_020191963.1	Primary Assembly	16110	chrUn_NW_020191963v1
Leftover_ScbfJmS_664	unplaced-scaffold	na	na	NKLS02001880.1	=	NW_020191964.1	Primary Assembly	9578	chrUn_NW_020191964v1
Leftover_ScbfJmS_665	unplaced-scaffold	na	na	NKLS02001881.1	=	NW_020191965.1	Primary Assembly	11755	chrUn_NW_020191965v1
Leftover_ScbfJmS_666	unplaced-scaffold	na	na	NKLS02001882.1	=	NW_020191966.1	Primary Assembly	28316	chrUn_NW_020191966v1
Leftover_ScbfJmS_667	unplaced-scaffold	na	na	NKLS02001883.1	=	NW_020191967.1	Primary Assembly	23267	chrUn_NW_020191967v1
Leftover_ScbfJmS_668_1988	unplaced-scaffold	na	na	NKLS02001884.1	=	NW_020191968.1	Primary Assembly	132401	chrUn_NW_020191968v1
Leftover_ScbfJmS_669	unplaced-scaffold	na	na	NKLS02001885.1	=	NW_020191969.1	Primary Assembly	34935	chrUn_NW_020191969v1
Leftover_ScbfJmS_67	unplaced-scaffold	na	na	NKLS02001886.1	=	NW_020191970.1	Primary Assembly	16973	chrUn_NW_020191970v1
Leftover_ScbfJmS_670_1733	unplaced-scaffold	na	na	NKLS02001887.1	=	NW_020191971.1	Primary Assembly	26132	chrUn_NW_020191971v1
Leftover_ScbfJmS_671	unplaced-scaffold	na	na	NKLS02001888.1	=	NW_020191972.1	Primary Assembly	31729	chrUn_NW_020191972v1
Leftover_ScbfJmS_673	unplaced-scaffold	na	na	NKLS02001889.1	=	NW_020191973.1	Primary Assembly	22312	chrUn_NW_020191973v1
Leftover_ScbfJmS_674	unplaced-scaffold	na	na	NKLS02001890.1	=	NW_020191974.1	Primary Assembly	22284	chrUn_NW_020191974v1
Leftover_ScbfJmS_675	unplaced-scaffold	na	na	NKLS02001891.1	=	NW_020191975.1	Primary Assembly	47661	chrUn_NW_020191975v1
Leftover_ScbfJmS_676	unplaced-scaffold	na	na	NKLS02001892.1	=	NW_020191976.1	Primary Assembly	13992	chrUn_NW_020191976v1
Leftover_ScbfJmS_677	unplaced-scaffold	na	na	NKLS02001893.1	=	NW_020191977.1	Primary Assembly	4061	chrUn_NW_020191977v1
Leftover_ScbfJmS_678	unplaced-scaffold	na	na	NKLS02001894.1	=	NW_020191978.1	Primary Assembly	12979	chrUn_NW_020191978v1
Leftover_ScbfJmS_679	unplaced-scaffold	na	na	NKLS02001895.1	=	NW_020191979.1	Primary Assembly	9333	chrUn_NW_020191979v1
Leftover_ScbfJmS_68	unplaced-scaffold	na	na	NKLS02001896.1	=	NW_020191980.1	Primary Assembly	13706	chrUn_NW_020191980v1
Leftover_ScbfJmS_680	unplaced-scaffold	na	na	NKLS02001897.1	=	NW_020191981.1	Primary Assembly	35733	chrUn_NW_020191981v1
Leftover_ScbfJmS_681	unplaced-scaffold	na	na	NKLS02001898.1	=	NW_020191982.1	Primary Assembly	7263	chrUn_NW_020191982v1
Leftover_ScbfJmS_682	unplaced-scaffold	na	na	NKLS02001899.1	=	NW_020191983.1	Primary Assembly	11013	chrUn_NW_020191983v1
Leftover_ScbfJmS_683	unplaced-scaffold	na	na	NKLS02001900.1	=	NW_020191984.1	Primary Assembly	10764	chrUn_NW_020191984v1
Leftover_ScbfJmS_684	unplaced-scaffold	na	na	NKLS02001901.1	=	NW_020191985.1	Primary Assembly	30509	chrUn_NW_020191985v1
Leftover_ScbfJmS_685	unplaced-scaffold	na	na	NKLS02001902.1	=	NW_020191986.1	Primary Assembly	14095	chrUn_NW_020191986v1
Leftover_ScbfJmS_686	unplaced-scaffold	na	na	NKLS02001903.1	=	NW_020191987.1	Primary Assembly	72901	chrUn_NW_020191987v1
Leftover_ScbfJmS_687	unplaced-scaffold	na	na	NKLS02001904.1	=	NW_020191988.1	Primary Assembly	29132	chrUn_NW_020191988v1
Leftover_ScbfJmS_688	unplaced-scaffold	na	na	NKLS02001905.1	=	NW_020191989.1	Primary Assembly	1396	chrUn_NW_020191989v1
Leftover_ScbfJmS_689	unplaced-scaffold	na	na	NKLS02001906.1	=	NW_020191990.1	Primary Assembly	38710	chrUn_NW_020191990v1
Leftover_ScbfJmS_69	unplaced-scaffold	na	na	NKLS02001907.1	=	NW_020191991.1	Primary Assembly	51231	chrUn_NW_020191991v1
Leftover_ScbfJmS_690	unplaced-scaffold	na	na	NKLS02001908.1	=	NW_020191992.1	Primary Assembly	15518	chrUn_NW_020191992v1
Leftover_ScbfJmS_693	unplaced-scaffold	na	na	NKLS02001909.1	=	NW_020191993.1	Primary Assembly	26805	chrUn_NW_020191993v1
Leftover_ScbfJmS_694	unplaced-scaffold	na	na	NKLS02001910.1	=	NW_020191994.1	Primary Assembly	24003	chrUn_NW_020191994v1
Leftover_ScbfJmS_695	unplaced-scaffold	na	na	NKLS02001911.1	=	NW_020191995.1	Primary Assembly	18084	chrUn_NW_020191995v1
Leftover_ScbfJmS_696	unplaced-scaffold	na	na	NKLS02001912.1	=	NW_020191996.1	Primary Assembly	25962	chrUn_NW_020191996v1
Leftover_ScbfJmS_697	unplaced-scaffold	na	na	NKLS02001913.1	=	NW_020191997.1	Primary Assembly	3852	chrUn_NW_020191997v1
Leftover_ScbfJmS_698	unplaced-scaffold	na	na	NKLS02001914.1	=	NW_020191998.1	Primary Assembly	18394	chrUn_NW_020191998v1
Leftover_ScbfJmS_699	unplaced-scaffold	na	na	NKLS02001915.1	=	NW_020191999.1	Primary Assembly	24920	chrUn_NW_020191999v1
Leftover_ScbfJmS_7	unplaced-scaffold	na	na	NKLS02001916.1	=	NW_020192000.1	Primary Assembly	31864	chrUn_NW_020192000v1
Leftover_ScbfJmS_700	unplaced-scaffold	na	na	NKLS02001917.1	=	NW_020192001.1	Primary Assembly	57009	chrUn_NW_020192001v1
Leftover_ScbfJmS_701	unplaced-scaffold	na	na	NKLS02001918.1	=	NW_020192002.1	Primary Assembly	6287	chrUn_NW_020192002v1
Leftover_ScbfJmS_702	unplaced-scaffold	na	na	NKLS02001919.1	=	NW_020192003.1	Primary Assembly	53244	chrUn_NW_020192003v1
Leftover_ScbfJmS_703	unplaced-scaffold	na	na	NKLS02001920.1	=	NW_020192004.1	Primary Assembly	45330	chrUn_NW_020192004v1
Leftover_ScbfJmS_704	unplaced-scaffold	na	na	NKLS02001921.1	=	NW_020192005.1	Primary Assembly	13208	chrUn_NW_020192005v1
Leftover_ScbfJmS_705	unplaced-scaffold	na	na	NKLS02001922.1	=	NW_020192006.1	Primary Assembly	15266	chrUn_NW_020192006v1
Leftover_ScbfJmS_706	unplaced-scaffold	na	na	NKLS02001923.1	=	NW_020192007.1	Primary Assembly	3638	chrUn_NW_020192007v1
Leftover_ScbfJmS_707	unplaced-scaffold	na	na	NKLS02001924.1	=	NW_020192008.1	Primary Assembly	18717	chrUn_NW_020192008v1
